model,seed,epoch,macro_f1,Premise_f1,Claim_f1,MajorClaim_f1
IIC/BETO_Galen,100,1,0.3662891559321057,0.7174721189591078,0.38139534883720927,0.0
IIC/BETO_Galen,100,2,0.41818181818181815,0.7999999999999999,0.45454545454545453,0.0
IIC/BETO_Galen,100,3,0.34297281665702717,0.7582417582417582,0.27067669172932335,0.0
IIC/BETO_Galen,100,4,0.4905742851239014,0.7810945273631842,0.5239616613418531,0.16666666666666666
IIC/BETO_Galen,100,5,0.4468409586056645,0.796078431372549,0.5444444444444444,0.0
IIC/BETO_Galen,100,6,0.5233249981333419,0.8151898734177216,0.6009389671361501,0.15384615384615383
IIC/BETO_Galen,100,7,0.5289143141400324,0.823529411764706,0.5813953488372093,0.1818181818181818
IIC/BETO_Galen,100,8,0.5274301224301224,0.815,0.6051282051282051,0.16216216216216214
IIC/BETO_Galen,100,9,0.565513562647812,0.8291571753986332,0.6451612903225807,0.2222222222222222
IIC/BETO_Galen,100,10,0.5539022251304425,0.8183807439824945,0.6528497409326425,0.1904761904761905
IIC/BETO_Galen,100,11,0.5288853383829418,0.8093023255813954,0.6106870229007634,0.16666666666666666
IIC/BETO_Galen,100,12,0.5356423616497828,0.8149882903981265,0.6180257510729613,0.17391304347826086
IIC/BETO_Galen,100,13,0.5516596502699598,0.8295964125560538,0.6435643564356436,0.18181818181818185
IIC/BETO_Galen,100,14,0.565513562647812,0.8291571753986332,0.6451612903225807,0.2222222222222222
