model,seed,epoch,macro_f1,Premise_f1,Claim_f1,MajorClaim_f1
FacebookAI/xlm-roberta-large,2026,1,0.5272663075513432,0.7648456057007127,0.6351351351351351,0.18181818181818185
FacebookAI/xlm-roberta-large,2026,2,0.5933368495077356,0.8458333333333333,0.7341772151898734,0.19999999999999998
FacebookAI/xlm-roberta-large,2026,3,0.6003279890413072,0.8984198645598194,0.7692307692307692,0.13333333333333333
FacebookAI/xlm-roberta-large,2026,4,0.6269433700523914,0.8530120481927711,0.735135135135135,0.29268292682926833
FacebookAI/xlm-roberta-large,2026,5,0.6560548008823871,0.8873563218390805,0.7777777777777778,0.30303030303030304
FacebookAI/xlm-roberta-large,2026,6,0.624120625837364,0.8755364806866953,0.7301587301587302,0.26666666666666666
FacebookAI/xlm-roberta-large,2026,7,0.6125801364462272,0.8639308855291578,0.7238095238095238,0.25
FacebookAI/xlm-roberta-large,2026,8,0.6923747428611277,0.8837209302325582,0.7586206896551725,0.43478260869565216
FacebookAI/xlm-roberta-large,2026,9,0.6179667036930376,0.8699551569506726,0.7339449541284404,0.25
FacebookAI/xlm-roberta-large,2026,10,0.5910229476405947,0.8839285714285715,0.7352941176470589,0.15384615384615383
FacebookAI/xlm-roberta-large,2026,11,0.5789408866995074,0.8689655172413793,0.7428571428571429,0.125
FacebookAI/xlm-roberta-large,2026,12,0.5854042869660622,0.8744394618834082,0.7389162561576356,0.14285714285714285
FacebookAI/xlm-roberta-large,2026,13,0.6923747428611277,0.8837209302325582,0.7586206896551725,0.43478260869565216
