model,seed,epoch,macro_f1,Premise_f1,Claim_f1,MajorClaim_f1
IIC/RigoBERTa-Clinical,2026,1,0.6435729338213864,0.8701594533029613,0.7447698744769875,0.3157894736842105
IIC/RigoBERTa-Clinical,2026,2,0.6237897425556228,0.9022222222222223,0.7586206896551724,0.2105263157894737
IIC/RigoBERTa-Clinical,2026,3,0.6719420605013018,0.8713692946058091,0.7234042553191489,0.4210526315789474
IIC/RigoBERTa-Clinical,2026,4,0.6907433760985519,0.9041095890410958,0.7835051546391752,0.3846153846153846
IIC/RigoBERTa-Clinical,2026,5,0.7243764979746233,0.8909512761020881,0.7821782178217821,0.5
IIC/RigoBERTa-Clinical,2026,6,0.6936797840959016,0.8938053097345133,0.7872340425531915,0.39999999999999997
IIC/RigoBERTa-Clinical,2026,7,0.6677614752995019,0.8924485125858124,0.7578947368421052,0.35294117647058826
IIC/RigoBERTa-Clinical,2026,8,0.6460880582831803,0.8818181818181818,0.7707317073170732,0.28571428571428575
IIC/RigoBERTa-Clinical,2026,9,0.626619226871478,0.8812785388127855,0.7632850241545894,0.23529411764705882
IIC/RigoBERTa-Clinical,2026,10,0.7243764979746233,0.8909512761020881,0.7821782178217821,0.5
